doc_id	slovenian	english
Gos254	Prijatelji, ki se družijo že vrsto let, v študentskem domu. Pogovor o osebnih lastnostih govorcev, prijateljih, družini, aktualnih dogodkih, izvajanju študijskih predmetov ...	Friends who have been hanging out together for years, in a student hall of residence. A conversation about the personal characteristics of the speakers, friends, family, current events, coursework...
Gos255	Pogovor o poteku žetve nekoč, življenju kmetov in bližnjih sorodnikov, dogodkih iz otroških let ...	A conversation about how the harvest used to take place, the lives of farmers and close relatives, events from childhood...
Gos256	Pogovor med sodelavkama o službi, recesiji itd.	A conversation between two colleagues about work, the recession, etc.
Gos257	Pogovor družinske prijateljice s starši o smučarskih počitnicah.	A conversation between a family friend and her parents about a skiing holiday.
Gos258	Pogovor dveh prijateljev o najrazličnejših temah (delo, glasba, košarka, rekreacija, punce, starši ipd.).	A conversation between two friends on a wide variety of topics (work, music, basketball, leisure, girls, parents, etc.).
Gos259	Prijatelja, po rodu Srba, ki živita in delata v Sloveniji, se pogovarjata o različnih aktualnih stvareh, slovenščini itd.	Two friends, of Serbian origin, who live and work in Slovenia, are discussing various current affairs, the Slovenian language, etc.
Gos260	Pogovor med znancema, študentom in tujko, ki dalj časa živi v Sloveniji.	A conversation between acquaintances, a student and a foreign woman who has been living in Slovenia for some time.
Gos262	Študentki, prijateljici in sosedi klepetata o svojem vsakdanjiku.	Two female students, friends and neighbours, chat about their daily lives.
Gos263	Mati in sin, ki jo je obiskal, se pogovarjata o osebnih situacijah, sorodnikih, znancih, dogodkih zadnjih dni ...	A mother and her son, who has come to visit her, talk about personal matters, relatives, acquaintances, events of the past few days...
Gos264	Pogovor prijateljev o bližajočem se srečanju pevskih zborov ter o dogodkih iz življenja zborov.	A conversation between friends about an upcoming choir gathering and events in the choirs’ lives.
Gos266	Novomašnik s prijateljico obišče starejšo gospo. Ob tem steče pogovor o stvareh, ki jih povezujejo: molitvi, skupnih znancih, načrtih ...	A newly ordained priest and his friend visit an elderly lady. This leads to a conversation about the things that connect them: prayer, mutual acquaintances, plans...
Gos267	Prijateljica predstavi kolegu vsebino knjige, ki mu jo priporoča v branje. Pogovor začneta z izražanjem mnenja o Korošcih kot govorcih, nato se pogovarjata o knjigi, stresu ...	A friend introduces a colleague to the content of a book she recommends he read. They begin by sharing their views on the Carinthians as speakers, then move on to discuss the book, stress...
Gos268	Pogovor med prijateljicama o ocenah izpitov, delu ...	A conversation between two female friends about exam results, work...
Gos269	Pogovor med prijateljema o delu, načrtih za večer, o prejšnji noči ...	A conversation between two friends about work, plans for the evening, the previous night...
Gos270	Pogovor med prijateljema o delu, načrtih, življenju ...	A conversation between two friends about work, plans, life...
Gos272	Telefonski pogovor med prijateljicama o organiziranju druženja oziroma zabave.	A telephone conversation between two female friends about organising a get-together or a party.
Gos275	Pogovor med prijateljicama. Teme: vnetje mehurja, poletne počitnice, študentska izmenjava.	A conversation between two female friends. Topics: cystitis, summer holidays, student exchange.
Gos276	Pogovor med prijateljema o mobilni telefoniji, lokostrelstvu in planinarjenju.	A conversation between two friends about mobile phones, archery and hiking.
Gos277	Prijatelja se po telefonu pogovarjata in šalita o življenju.	Two friends are chatting on the phone and joking about life.
Gos278	Pogovor med sošolkama o tem, kaj počneta zadnje čase, o glasbi, smučanju, načrtih za bližnjo prihodnost.	A conversation between two classmates about what they’ve been up to lately, music, skiing, plans for the near future.
Gos279	Pogovor med sosedoma. Vsakdanje teme: kam bodo šli ven čez vikend, šolske zadeve, o smučanju, sošolkah, učenju, načrtih za večer.	A conversation between neighbours. Everyday topics: where they’re going out at the weekend, school matters, skiing, classmates, studying, plans for the evening.
Gos280	Pogovor med sestrama o dogajanju v vsakdanjem življenju: kaj se je zgodilo čez dan/med tednom, o družini in ljudeh v njuni okolici.	A conversation between sisters about everyday life: what happened during the day/week, about family and people in their neighbourhood.
Gos281	Pogovor med bratrancema o aktualnih zadevah v družini in lokalni skupnosti - npr. težave s pridobitvijo interneta itd.	A conversation between cousins about current issues in the family and the local community – e.g. problems getting internet access, etc.
Gos282	Pogovor med prijateljicama o vsakdanjih rečeh (ribe, rože, garderoba ...).	A conversation between two friends about everyday things (fish, flowers, clothes...).
Gos283	Pogovor med prijateljema o opravljanju prakse v osnovni šoli, vrememu, študentskem življenju, učiteljih in šolskem sistemu.	A conversation between friends about doing work experience in a primary school, the weather, student life, teachers and the school system.
Gos284	Telefonski pogovor med starejšima osebama o bolezni psa, velikonočnih jedeh, delu na vrtu, finančni krizi, znancih in prijateljih.	A telephone conversation between two elderly people about their dog’s illness, Easter meals, gardening, the financial crisis, acquaintances and friends.
Gos285	Pogovor med fantom in dekletom: načrti za kino, pogovor o šoli, maturi, vremenu, poklicih.	A conversation between a boy and a girl: plans to go to the cinema, a chat about school, A-levels, the weather, careers.
Gos286	Pogovor med prijateljema o študiju, kolegih, hobijih, delu.	A conversation between two friends about their studies, classmates, hobbies and work.
Artur-J-Gvecg-P500002	Artur-J-Gvecg-P500002	Artur-J-Gvecg-P500002
Artur-J-Gvecg-P500016	Artur-J-Gvecg-P500016	Artur-J-Gvecg-P500016
Artur-J-Gvecg-P500021	Artur-J-Gvecg-P500021	Artur-J-Gvecg-P500021
Artur-J-Gvecg-P500026	Artur-J-Gvecg-P500026	Artur-J-Gvecg-P500026
Artur-J-Gvecg-P500034	Artur-J-Gvecg-P500034	Artur-J-Gvecg-P500034
Artur-J-Gvecg-P500042	Artur-J-Gvecg-P500042	Artur-J-Gvecg-P500042
Artur-J-Gvecg-P500046	Artur-J-Gvecg-P500046	Artur-J-Gvecg-P500046
Artur-J-Gvecg-P500048	Artur-J-Gvecg-P500048	Artur-J-Gvecg-P500048
Artur-J-Gvecg-P500051	Artur-J-Gvecg-P500051	Artur-J-Gvecg-P500051
Artur-J-Gvecg-P500064	Artur-J-Gvecg-P500064	Artur-J-Gvecg-P500064
Artur-J-Gvecg-P580002	Artur-J-Gvecg-P580002	Artur-J-Gvecg-P580002
Artur-J-Gvecg-P580003	Artur-J-Gvecg-P580003	Artur-J-Gvecg-P580003
Artur-J-Gvecg-P580009	Artur-J-Gvecg-P580009	Artur-J-Gvecg-P580009
Artur-J-Gvecg-P580023	Artur-J-Gvecg-P580023	Artur-J-Gvecg-P580023
Artur-J-Gvecg-P580041	Artur-J-Gvecg-P580041	Artur-J-Gvecg-P580041
Artur-J-Gvecg-P580047	Artur-J-Gvecg-P580047	Artur-J-Gvecg-P580047
Artur-J-Gvecg-P580051	Artur-J-Gvecg-P580051	Artur-J-Gvecg-P580051
Artur-N-G5013-P600007	Artur-N-G5013-P600007	Artur-N-G5013-P600007
Artur-N-G5014-P600007	Artur-N-G5014-P600007	Artur-N-G5014-P600007
Artur-N-G5019-P600012	Artur-N-G5019-P600012	Artur-N-G5019-P600012
Artur-N-G5020-P600012	Artur-N-G5020-P600012	Artur-N-G5020-P600012
Artur-N-G5025-P600021	Artur-N-G5025-P600021	Artur-N-G5025-P600021
Artur-N-G5025-P600022	Artur-N-G5025-P600022	Artur-N-G5025-P600022
Artur-N-G5026-P600021	Artur-N-G5026-P600021	Artur-N-G5026-P600021
Artur-N-G5035-P600034	Artur-N-G5035-P600034	Artur-N-G5035-P600034
Artur-N-G5036-P600034	Artur-N-G5036-P600034	Artur-N-G5036-P600034
Artur-N-G5043-P600044	Artur-N-G5043-P600044	Artur-N-G5043-P600044
Artur-N-G5044-P600044	Artur-N-G5044-P600044	Artur-N-G5044-P600044
Artur-N-G5053-P600052	Artur-N-G5053-P600052	Artur-N-G5053-P600052
Artur-N-G5054-P600052	Artur-N-G5054-P600052	Artur-N-G5054-P600052
Artur-N-G5082-P600080	Artur-N-G5082-P600080	Artur-N-G5082-P600080
Artur-N-G6001-P600102	Artur-N-G6001-P600102	Artur-N-G6001-P600102
Artur-N-G6012-P601201	Artur-N-G6012-P601201	Artur-N-G6012-P601201
Artur-N-G6031-P603102	Artur-N-G6031-P603102	Artur-N-G6031-P603102
Artur-N-G6043-P604301	Artur-N-G6043-P604301	Artur-N-G6043-P604301
Artur-N-G6047-P604702	Artur-N-G6047-P604702	Artur-N-G6047-P604702
Artur-N-G6103-P610302	Artur-N-G6103-P610302	Artur-N-G6103-P610302
Artur-N-G6112-P611202	Artur-N-G6112-P611202	Artur-N-G6112-P611202
Artur-N-G6116-P611601	Artur-N-G6116-P611601	Artur-N-G6116-P611601
Artur-P-G7036-P701111	Artur-P-G7036-P701111	Artur-P-G7036-P701111
Artur-P-G7065-P701064	Artur-P-G7065-P701064	Artur-P-G7065-P701064
Artur-P-G7165-P700926	Artur-P-G7165-P700926	Artur-P-G7165-P700926
